Gmt time,Volume,Open,High,Low,Close
26.12.2012 16:00:00.000,14578.5898,1.276715,1.27839,1.274395,1.274575
26.12.2012 20:00:00.000,9309.8299,1.274585,1.27645,1.27392,1.276305
27.12.2012 00:00:00.000,13087.3901,1.276305,1.277645,1.275845,1.27679
27.12.2012 04:00:00.000,14598.3499,1.27679,1.278875,1.276735,1.27718
27.12.2012 08:00:00.000,24127.4503,1.277175,1.28008,1.276535,1.27768
27.12.2012 12:00:00.000,29419.2793,1.27768,1.28067,1.275025,1.275925
27.12.2012 16:00:00.000,19331.3199,1.275915,1.277295,1.27423,1.275675
27.12.2012 20:00:00.000,16480.6798,1.275665,1.277875,1.274825,1.27773
28.12.2012 00:00:00.000,14256.4101,1.27773,1.278165,1.275495,1.27596
28.12.2012 04:00:00.000,11490.5402,1.275945,1.27661,1.27526,1.275515
28.12.2012 08:00:00.000,30171.2704,1.275495,1.27583,1.267685,1.268405
28.12.2012 12:00:00.000,26653.2202,1.268355,1.27501,1.26785,1.27356
28.12.2012 16:00:00.000,13738.9698,1.27355,1.275145,1.27264,1.274985
28.12.2012 20:00:00.000,8998.7104,1.274985,1.275495,1.27395,1.27416
30.12.2012 20:00:00.000,5939.76,1.274495,1.275485,1.27242,1.27289
31.12.2012 00:00:00.000,13464.6299,1.272915,1.273785,1.26986,1.27057
31.12.2012 04:00:00.000,14839.1602,1.27057,1.27192,1.26917,1.270205
31.12.2012 08:00:00.000,20556.1104,1.270205,1.272665,1.269685,1.271385
31.12.2012 12:00:00.000,23955.3105,1.27143,1.27534,1.26963,1.269665
31.12.2012 16:00:00.000,22450.0197,1.26963,1.27144,1.26837,1.26915
31.12.2012 20:00:00.000,11779.1501,1.269175,1.270575,1.26754,1.27013
01.01.2013 00:00:00.000,134.52,1.26888,1.268925,1.268835,1.26888
01.01.2013 20:00:00.000,6457.6001,1.27026,1.272785,1.268825,1.270155
02.01.2013 00:00:00.000,28581.6494,1.27014,1.271085,1.26666,1.26764
02.01.2013 04:00:00.000,23722.3805,1.26763,1.26878,1.265865,1.26724
02.01.2013 08:00:00.000,41048.2003,1.267195,1.26769,1.260835,1.263295
02.01.2013 12:00:00.000,34754.3507,1.26329,1.26554,1.259035,1.261195
02.01.2013 16:00:00.000,30821.52,1.261205,1.26137,1.254575,1.256225
02.01.2013 20:00:00.000,16113.1098,1.25624,1.25681,1.25465,1.25657
03.01.2013 00:00:00.000,15517.9898,1.25658,1.25694,1.25183,1.25331
03.01.2013 04:00:00.000,14602.6501,1.253285,1.253715,1.25085,1.25106
03.01.2013 08:00:00.000,33104.7001,1.25107,1.25355,1.24669,1.247965
03.01.2013 12:00:00.000,38029.7392,1.24798,1.248285,1.244325,1.244395
03.01.2013 16:00:00.000,25454.1101,1.244405,1.24781,1.24437,1.246755
03.01.2013 20:00:00.000,20937.9096,1.24677,1.24788,1.245095,1.24644
04.01.2013 00:00:00.000,20649.7597,1.246475,1.249295,1.24538,1.248775
04.01.2013 04:00:00.000,19527.6504,1.248785,1.24935,1.246445,1.246895
04.01.2013 08:00:00.000,33201.9606,1.2469,1.251645,1.246325,1.249985
04.01.2013 12:00:00.000,42100.2999,1.25002,1.250965,1.24773,1.247855
04.01.2013 16:00:00.000,19653.73,1.24787,1.24921,1.246285,1.247895
04.01.2013 20:00:00.000,9922.7299,1.247885,1.24896,1.246925,1.24712
06.01.2013 20:00:00.000,7015.1101,1.247695,1.24784,1.244025,1.24508
07.01.2013 00:00:00.000,15115.9597,1.245095,1.246295,1.244525,1.24608
07.01.2013 04:00:00.000,17386.4597,1.246085,1.246215,1.24385,1.244095
07.01.2013 08:00:00.000,30504.8993,1.244095,1.2445,1.24121,1.241645
07.01.2013 12:00:00.000,33634.5899,1.241635,1.2499,1.240705,1.249785
07.01.2013 16:00:00.000,21449.7002,1.24976,1.250865,1.249335,1.24948
07.01.2013 20:00:00.000,14387.4503,1.249445,1.25031,1.24809,1.248525
08.01.2013 00:00:00.000,19434.6596,1.248535,1.25241,1.247735,1.251675
08.01.2013 04:00:00.000,17262.2304,1.2517,1.252945,1.250905,1.251035
08.01.2013 08:00:00.000,28470.0801,1.25102,1.25147,1.2482,1.24886
08.01.2013 12:00:00.000,38233.4898,1.24886,1.24915,1.24574,1.246195
08.01.2013 16:00:00.000,18469.1597,1.24618,1.24715,1.24578,1.2466
08.01.2013 20:00:00.000,12795.8201,1.246605,1.24663,1.24399,1.24454
09.01.2013 00:00:00.000,18203.6399,1.244535,1.24669,1.243805,1.24583
09.01.2013 04:00:00.000,17602.8096,1.245825,1.24604,1.243685,1.24374
09.01.2013 08:00:00.000,30366.9101,1.24374,1.24547,1.24317,1.243435
09.01.2013 12:00:00.000,36995.3398,1.2434,1.24387,1.238475,1.24116
09.01.2013 16:00:00.000,26313.3999,1.24115,1.244385,1.24049,1.242185
09.01.2013 20:00:00.000,10404.4498,1.2422,1.24325,1.24196,1.242635
10.01.2013 00:00:00.000,20183.3103,1.24264,1.24367,1.236325,1.237135
10.01.2013 04:00:00.000,16707.3501,1.23713,1.23766,1.235755,1.236825
10.01.2013 08:00:00.000,28275.1801,1.236835,1.239595,1.236125,1.23885
10.01.2013 12:00:00.000,49227.1006,1.23883,1.25055,1.23779,1.25032
10.01.2013 16:00:00.000,26844.7506,1.25032,1.252465,1.248365,1.25088
10.01.2013 20:00:00.000,19258.2099,1.25087,1.254775,1.25045,1.25463
11.01.2013 00:00:00.000,16635.1402,1.25465,1.254955,1.252065,1.25291
11.01.2013 04:00:00.000,19267.3801,1.252945,1.25572,1.25254,1.255415
11.01.2013 08:00:00.000,30260.4404,1.25542,1.25678,1.253875,1.254285
11.01.2013 12:00:00.000,49924.7397,1.254275,1.265005,1.253575,1.264975
11.01.2013 16:00:00.000,28586.8203,1.264975,1.267575,1.264845,1.266075
11.01.2013 20:00:00.000,9896.8899,1.26607,1.266715,1.265775,1.266435
13.01.2013 20:00:00.000,7154.71,1.266335,1.26937,1.265895,1.26785
14.01.2013 00:00:00.000,15921.68,1.26782,1.271045,1.267295,1.26927
14.01.2013 04:00:00.000,17364.3899,1.26926,1.26957,1.266465,1.266935
14.01.2013 08:00:00.000,31665.9501,1.26694,1.26697,1.262745,1.264335
14.01.2013 12:00:00.000,37422.0898,1.264345,1.26625,1.26245,1.26622
14.01.2013 16:00:00.000,25833.4395,1.26623,1.266655,1.264955,1.26646
14.01.2013 20:00:00.000,18363.7,1.266425,1.26775,1.26543,1.26631
15.01.2013 00:00:00.000,21539.8799,1.2663,1.26982,1.266165,1.266695
15.01.2013 04:00:00.000,22805.8706,1.266725,1.26745,1.264435,1.26469
15.01.2013 08:00:00.000,39375.4004,1.264725,1.268195,1.263815,1.26436
15.01.2013 12:00:00.000,44614.7891,1.264365,1.266285,1.262975,1.265285
15.01.2013 16:00:00.000,29583.3702,1.26529,1.265385,1.256985,1.259445
15.01.2013 20:00:00.000,17039.1106,1.259455,1.260945,1.25869,1.25916
16.01.2013 00:00:00.000,19014.6899,1.25916,1.259655,1.25664,1.257825
16.01.2013 04:00:00.000,24719.2902,1.25781,1.26009,1.25707,1.2581
16.01.2013 08:00:00.000,39615.8501,1.258115,1.26227,1.257095,1.261
16.01.2013 12:00:00.000,42828.9501,1.26098,1.261685,1.256865,1.25985
16.01.2013 16:00:00.000,24607.79,1.259855,1.260865,1.257145,1.25729
16.01.2013 20:00:00.000,14810.1401,1.257285,1.259185,1.25605,1.25871
17.01.2013 00:00:00.000,24346.0307,1.258705,1.26515,1.25766,1.26376
17.01.2013 04:00:00.000,24066.1,1.26375,1.266475,1.263455,1.26486
17.01.2013 08:00:00.000,41311.2997,1.26486,1.27184,1.26466,1.270615
17.01.2013 12:00:00.000,41686.0409,1.27069,1.27164,1.26541,1.26853
17.01.2013 16:00:00.000,29975.0801,1.268525,1.27019,1.26601,1.27015
17.01.2013 20:00:00.000,18556.2197,1.270125,1.27025,1.26773,1.268305
18.01.2013 00:00:00.000,23231.33,1.26831,1.27309,1.26698,1.27251
18.01.2013 04:00:00.000,23777.8901,1.27251,1.27389,1.27097,1.273305
18.01.2013 08:00:00.000,42777.3897,1.273305,1.273475,1.269505,1.27098
18.01.2013 12:00:00.000,46850.8496,1.27098,1.27257,1.265095,1.26624
18.01.2013 16:00:00.000,24545.6504,1.26626,1.268755,1.26585,1.26738
18.01.2013 20:00:00.000,8249.6301,1.267385,1.2681,1.2664,1.267285
20.01.2013 20:00:00.000,5123.4099,1.266805,1.26823,1.266545,1.26798
21.01.2013 00:00:00.000,19050.5701,1.267955,1.268175,1.266125,1.266335
21.01.2013 04:00:00.000,15021.7498,1.266355,1.26806,1.266135,1.26709
21.01.2013 08:00:00.000,29185.2197,1.267075,1.26758,1.26398,1.265405
21.01.2013 12:00:00.000,21447.6304,1.265415,1.267415,1.265,1.267415
21.01.2013 16:00:00.000,12135.4602,1.267395,1.26767,1.26567,1.266315
21.01.2013 20:00:00.000,9436.7198,1.26631,1.26686,1.26541,1.26582
22.01.2013 00:00:00.000,21259.3598,1.26582,1.26693,1.262675,1.266
22.01.2013 04:00:00.000,33004.7901,1.26601,1.268475,1.2637,1.264685
22.01.2013 08:00:00.000,50790.3106,1.264685,1.26513,1.256895,1.262945
22.01.2013 12:00:00.000,41064.9009,1.26295,1.26343,1.25739,1.25871
22.01.2013 16:00:00.000,23392.9197,1.25871,1.26152,1.25857,1.26039
22.01.2013 20:00:00.000,12971.5,1.26038,1.26147,1.259955,1.260675
23.01.2013 00:00:00.000,17616.23,1.26068,1.264665,1.260515,1.26375
23.01.2013 04:00:00.000,24976.7397,1.263745,1.264035,1.259965,1.260295
23.01.2013 08:00:00.000,35532.5898,1.260305,1.263915,1.25861,1.26382
23.01.2013 12:00:00.000,40860.291,1.263855,1.265085,1.258985,1.259
23.01.2013 16:00:00.000,22926.3305,1.25901,1.262875,1.25884,1.26264
23.01.2013 20:00:00.000,13703.8097,1.26263,1.263735,1.2616,1.263095
24.01.2013 00:00:00.000,25053.52,1.26311,1.26544,1.26221,1.26537
24.01.2013 04:00:00.000,24317.81,1.265395,1.26806,1.26491,1.26513
24.01.2013 08:00:00.000,41521.3501,1.265125,1.27,1.26432,1.269625
24.01.2013 12:00:00.000,50304.9004,1.269645,1.27882,1.269605,1.27695
24.01.2013 16:00:00.000,24690.2597,1.276945,1.278985,1.27685,1.27705
24.01.2013 20:00:00.000,19498.0401,1.277045,1.28081,1.27687,1.279935
25.01.2013 00:00:00.000,18380.6901,1.279945,1.28084,1.27783,1.279135
25.01.2013 04:00:00.000,24634.3099,1.279135,1.283715,1.278455,1.282275
25.01.2013 08:00:00.000,53218.6699,1.282285,1.289175,1.28186,1.286895
25.01.2013 12:00:00.000,45847.71,1.286915,1.291815,1.28678,1.29106
25.01.2013 16:00:00.000,22888.0696,1.291055,1.29416,1.290415,1.293105
25.01.2013 20:00:00.000,8634.9898,1.293105,1.29318,1.289955,1.29144
27.01.2013 20:00:00.000,7117.2799,1.292785,1.293735,1.29135,1.2934
28.01.2013 00:00:00.000,14864.6599,1.293365,1.29344,1.289845,1.290695
28.01.2013 04:00:00.000,22457.67,1.290695,1.29308,1.28919,1.291135
28.01.2013 08:00:00.000,35046.4903,1.291135,1.295065,1.29059,1.293475
28.01.2013 12:00:00.000,43761.46,1.293485,1.295935,1.291955,1.29348
28.01.2013 16:00:00.000,23293.6202,1.293465,1.294495,1.29176,1.291915
28.01.2013 20:00:00.000,13594.9499,1.29193,1.292875,1.28995,1.290345
29.01.2013 00:00:00.000,18633.8902,1.29033,1.290785,1.287035,1.289235
29.01.2013 04:00:00.000,21674.6006,1.28922,1.28934,1.283785,1.285305
29.01.2013 08:00:00.000,39254.0401,1.28533,1.28809,1.284035,1.285755
29.01.2013 12:00:00.000,46884.0801,1.28575,1.290255,1.28564,1.289065
29.01.2013 16:00:00.000,25432.3994,1.28901,1.28995,1.28683,1.288865
29.01.2013 20:00:00.000,15245.0098,1.288865,1.29002,1.287705,1.28909
30.01.2013 00:00:00.000,14996.6499,1.289075,1.28981,1.287995,1.28856
30.01.2013 04:00:00.000,21787.4,1.288555,1.29173,1.287365,1.291245
30.01.2013 08:00:00.000,42423.2608,1.291235,1.300235,1.290505,1.298445
30.01.2013 12:00:00.000,47146.0899,1.298465,1.30461,1.297645,1.30136
30.01.2013 16:00:00.000,28754.94,1.30135,1.30409,1.3007,1.30279
30.01.2013 20:00:00.000,17457.54,1.30279,1.304285,1.302145,1.30264
31.01.2013 00:00:00.000,19417.7197,1.30264,1.306305,1.300395,1.306005
31.01.2013 04:00:00.000,27445.1699,1.30601,1.30745,1.302295,1.303615
31.01.2013 08:00:00.000,38271.6407,1.30362,1.30445,1.300085,1.301255
31.01.2013 12:00:00.000,40181.4903,1.30126,1.303545,1.300165,1.30146
31.01.2013 16:00:00.000,28253.4205,1.30145,1.303135,1.298995,1.300915
31.01.2013 20:00:00.000,17690.25,1.300915,1.30503,1.30061,1.30493
01.02.2013 00:00:00.000,23774.9299,1.304925,1.309065,1.303095,1.308485
01.02.2013 04:00:00.000,27062.6998,1.30848,1.31249,1.30848,1.3097
01.02.2013 08:00:00.000,44358.9393,1.309695,1.31908,1.30921,1.312475
01.02.2013 12:00:00.000,59196.8495,1.312445,1.31726,1.30585,1.316935
01.02.2013 16:00:00.000,20993.0303,1.31691,1.31752,1.31104,1.31225
01.02.2013 20:00:00.000,8561.6299,1.312235,1.313365,1.310545,1.31072
03.02.2013 20:00:00.000,4779.2799,1.309345,1.31144,1.309005,1.30904
04.02.2013 00:00:00.000,16213.2402,1.309035,1.310865,1.306485,1.30744
04.02.2013 04:00:00.000,16554.8301,1.307445,1.308625,1.30494,1.30758
04.02.2013 08:00:00.000,40045.1699,1.30758,1.30765,1.299955,1.30067
04.02.2013 12:00:00.000,41163.5,1.300665,1.302295,1.29804,1.301385
04.02.2013 16:00:00.000,29192.4502,1.301375,1.30161,1.293405,1.295705
04.02.2013 20:00:00.000,17566.6997,1.295725,1.296275,1.29337,1.294015
05.02.2013 00:00:00.000,23011.0696,1.294005,1.29833,1.29038,1.297905
05.02.2013 04:00:00.000,24836.8896,1.297925,1.29812,1.292035,1.293365
05.02.2013 08:00:00.000,47065.8604,1.29339,1.306755,1.29331,1.30463
05.02.2013 12:00:00.000,50454.2207,1.30463,1.30564,1.299345,1.303135
05.02.2013 16:00:00.000,30440.2895,1.30315,1.308725,1.303105,1.30431
05.02.2013 20:00:00.000,14761.19,1.30432,1.30895,1.30387,1.307285
06.02.2013 00:00:00.000,24350.9701,1.30727,1.3132,1.30574,1.31168
06.02.2013 04:00:00.000,29239.29,1.311675,1.313105,1.308655,1.312055
06.02.2013 08:00:00.000,43983.4589,1.312055,1.315435,1.30959,1.311655
06.02.2013 12:00:00.000,51936.3193,1.311685,1.313105,1.30906,1.31195
06.02.2013 16:00:00.000,25309.0699,1.312005,1.31247,1.30997,1.31098
06.02.2013 20:00:00.000,15295.9995,1.310995,1.31171,1.308815,1.31058
07.02.2013 00:00:00.000,21466.5401,1.31057,1.312175,1.308525,1.309495
07.02.2013 04:00:00.000,22326.22,1.309495,1.31077,1.30826,1.309945
07.02.2013 08:00:00.000,42096.9697,1.30995,1.31588,1.30943,1.312865
07.02.2013 12:00:00.000,64558.0595,1.312875,1.31438,1.295955,1.298305
07.02.2013 16:00:00.000,32544.5904,1.29827,1.30393,1.29815,1.3035
07.02.2013 20:00:00.000,16790.1702,1.30348,1.303765,1.30077,1.30209
08.02.2013 00:00:00.000,22944.4599,1.302105,1.305385,1.30209,1.30415
08.02.2013 04:00:00.000,23639.2896,1.30414,1.30438,1.299105,1.30002
08.02.2013 08:00:00.000,46603.1601,1.30002,1.301605,1.29602,1.29768
08.02.2013 12:00:00.000,46779.75,1.29768,1.298665,1.293335,1.295975
08.02.2013 16:00:00.000,19951.4102,1.296005,1.297185,1.29458,1.29548
08.02.2013 20:00:00.000,6186.0698,1.295505,1.295795,1.294215,1.295265
10.02.2013 20:00:00.000,5738.0601,1.296185,1.297105,1.294645,1.29524
11.02.2013 00:00:00.000,10535.6399,1.295265,1.298565,1.295035,1.29855
11.02.2013 04:00:00.000,17147.6402,1.29858,1.3013,1.298075,1.300215
11.02.2013 08:00:00.000,38208.5102,1.30023,1.305005,1.298395,1.302565
11.02.2013 12:00:00.000,38513.7998,1.302565,1.30542,1.30083,1.302255
11.02.2013 16:00:00.000,24228.4296,1.302245,1.30591,1.30153,1.301845
11.02.2013 20:00:00.000,20601.6103,1.30182,1.307725,1.301485,1.30631
12.02.2013 00:00:00.000,15530.8095,1.306325,1.307545,1.304545,1.307065
12.02.2013 04:00:00.000,24211.8901,1.307065,1.307145,1.303635,1.305465
12.02.2013 08:00:00.000,44541.6515,1.30546,1.31456,1.303905,1.311435
12.02.2013 12:00:00.000,49153.6597,1.311405,1.311855,1.303855,1.30594
12.02.2013 16:00:00.000,21857.9602,1.30598,1.307345,1.30345,1.30483
12.02.2013 20:00:00.000,11958.3599,1.30482,1.30586,1.301065,1.301315
13.02.2013 00:00:00.000,13994.6302,1.301315,1.30181,1.299675,1.300445
13.02.2013 04:00:00.000,21638.1797,1.30044,1.302,1.297435,1.30131
13.02.2013 08:00:00.000,42956.6698,1.30131,1.30668,1.299855,1.30571
13.02.2013 12:00:00.000,45926.6103,1.305705,1.30907,1.29751,1.29949
13.02.2013 16:00:00.000,18503.1599,1.29951,1.300455,1.29868,1.30043
13.02.2013 20:00:00.000,13030.9597,1.300445,1.300965,1.296725,1.298285
14.02.2013 00:00:00.000,18185.6301,1.298285,1.30026,1.2973,1.298675
14.02.2013 04:00:00.000,24385.5996,1.298675,1.29919,1.292945,1.29326
14.02.2013 08:00:00.000,45159.0401,1.29326,1.29499,1.28763,1.28882
14.02.2013 12:00:00.000,46161.4404,1.28882,1.29096,1.285565,1.28801
14.02.2013 16:00:00.000,22143.6592,1.28802,1.29088,1.285945,1.289555
14.02.2013 20:00:00.000,16451.8801,1.28958,1.29096,1.288045,1.289995
15.02.2013 00:00:00.000,23071.8701,1.290005,1.29157,1.28786,1.289475
15.02.2013 04:00:00.000,28678.5103,1.28946,1.293495,1.287385,1.29048
15.02.2013 08:00:00.000,38896.041,1.29047,1.290555,1.284815,1.28843
15.02.2013 12:00:00.000,50815.3897,1.288425,1.298295,1.28681,1.29562
15.02.2013 16:00:00.000,21349.9099,1.295605,1.29832,1.29488,1.297565
15.02.2013 20:00:00.000,6766.6499,1.297565,1.297875,1.29558,1.296615
17.02.2013 20:00:00.000,6212.7199,1.29733,1.298705,1.295165,1.29538
18.02.2013 00:00:00.000,20197.4,1.29538,1.297785,1.29521,1.295685
18.02.2013 04:00:00.000,20375.49,1.29564,1.29717,1.29433,1.2955
18.02.2013 08:00:00.000,34276.71,1.29549,1.29951,1.294135,1.295435
18.02.2013 12:00:00.000,25288.0102,1.295425,1.296495,1.29351,1.29506
18.02.2013 16:00:00.000,10556.5197,1.295055,1.29769,1.294865,1.296615
18.02.2013 20:00:00.000,10137.8897,1.296585,1.296845,1.29354,1.293955
19.02.2013 00:00:00.000,23745.4594,1.293945,1.294985,1.291575,1.29285
19.02.2013 04:00:00.000,22103.8401,1.29283,1.294045,1.2906,1.29131
19.02.2013 08:00:00.000,40132.2597,1.29132,1.293865,1.288065,1.29047
19.02.2013 12:00:00.000,33041.0894,1.290465,1.292635,1.289265,1.290535
19.02.2013 16:00:00.000,21819.7803,1.29054,1.294795,1.29049,1.29247
19.02.2013 20:00:00.000,12727.2601,1.29249,1.29508,1.29244,1.294595
20.02.2013 00:00:00.000,23605.5899,1.29459,1.298545,1.294445,1.295325
20.02.2013 04:00:00.000,21546.6099,1.295325,1.29731,1.29349,1.294925
20.02.2013 08:00:00.000,40372.8897,1.294925,1.297965,1.294505,1.296025
20.02.2013 12:00:00.000,40865.7998,1.296025,1.30183,1.295025,1.29923
20.02.2013 16:00:00.000,36472.3095,1.29925,1.30038,1.29393,1.29658
20.02.2013 20:00:00.000,17899.0497,1.29656,1.29728,1.294125,1.29534
21.02.2013 00:00:00.000,20515.7402,1.29533,1.297255,1.294865,1.295285
21.02.2013 04:00:00.000,26667.2803,1.295275,1.295975,1.291865,1.29325
21.02.2013 08:00:00.000,56326.8397,1.293255,1.295185,1.28492,1.28514
21.02.2013 12:00:00.000,49429.6299,1.28515,1.290955,1.2841,1.28961
21.02.2013 16:00:00.000,28836.1796,1.28961,1.290585,1.28589,1.286765
21.02.2013 20:00:00.000,22515.7395,1.28674,1.28843,1.27925,1.281625
22.02.2013 00:00:00.000,22398.7793,1.281645,1.28389,1.279875,1.28032
22.02.2013 04:00:00.000,22934.6099,1.28031,1.282435,1.28025,1.282105
22.02.2013 08:00:00.000,45770.9902,1.28209,1.28521,1.274405,1.275275
22.02.2013 12:00:00.000,42708.289,1.275285,1.2797,1.274905,1.27714
22.02.2013 16:00:00.000,19615.5298,1.27715,1.278515,1.27595,1.276945
22.02.2013 20:00:00.000,6753.49,1.276955,1.27829,1.275275,1.278065
24.02.2013 20:00:00.000,9146.71,1.28264,1.284825,1.28051,1.28107
25.02.2013 00:00:00.000,20909.0498,1.281045,1.284915,1.27973,1.283285
25.02.2013 04:00:00.000,18437.0195,1.283285,1.28609,1.282415,1.285565
25.02.2013 08:00:00.000,38783.9199,1.285545,1.287685,1.28417,1.285875
25.02.2013 12:00:00.000,52236.0898,1.285875,1.291465,1.28489,1.28544
25.02.2013 16:00:00.000,54160.209,1.285445,1.285605,1.27289,1.275945
25.02.2013 20:00:00.000,39355.81,1.27594,1.276125,1.267715,1.27236
26.02.2013 00:00:00.000,27858.1099,1.272365,1.274445,1.27057,1.271645
26.02.2013 04:00:00.000,42068.3408,1.27165,1.27318,1.26936,1.272785
26.02.2013 08:00:00.000,56920.5391,1.272765,1.2775,1.272225,1.276455
26.02.2013 12:00:00.000,65010.6906,1.27644,1.281065,1.274945,1.280205
26.02.2013 16:00:00.000,40297.4805,1.28027,1.28092,1.274265,1.27566
26.02.2013 20:00:00.000,14615.2798,1.27566,1.27818,1.27553,1.27686
27.02.2013 00:00:00.000,28403.5704,1.2769,1.27936,1.276235,1.277405
27.02.2013 04:00:00.000,27151.7003,1.277415,1.281055,1.277285,1.28094
27.02.2013 08:00:00.000,53155.2207,1.28094,1.28717,1.279895,1.286305
27.02.2013 12:00:00.000,55654.0497,1.286295,1.287525,1.281495,1.28434
